,id,titulo,empresa,ubicacion,salario,tipo_contrato,modalidad,url,descripcion
41,58ad3134462b4ab2,Growth Marketing Analyst,Kaplan Languages Group,"Trabajo híbrido in Barcelona, Barcelona provincia",,Jornada completa,,https://es.indeed.com/viewjob?jk=58ad3134462b4ab2,"Company Description

Part of Kaplan Inc., the Kaplan Languages Group (KLG) is made up of Kaplan International Languages, ESL Education, and Alpadia. Language travel is an inspiring business sector with lots of scope for fun and creative work. Our student’s study from 2 weeks up to a full academic year and we are proud to welcome language learners from over 100 countries, ensuring a great cosmopolitan mix in our classrooms across the globe. With a network of Kaplan International Languages and Alpadia -branded schools spanning seven countries, KLG has the largest presence of any international language school in the English-speaking world, as well as France, Germany and Switzerland. In addition, ESL, Europe’s largest language education travel agency matches students with the right language course for them.

Job Description

We’re looking for an analytical and impact-oriented data analyst to drive insight generation across our marketing organization. This role is central to identifying opportunities for growth through deep analysis of marketing performance, lead generation trends, and customer behaviour.
You will act as the data engine behind our marketing and growth strategy—working across teams to deliver actionable insights, build predictive models, and inform marketing decisions with a clear understanding of business impact. You’ll help translate data into growth by shaping how we acquire, engage, and convert potential customers more effectively.
Key Responsibilities
INSIGHTS
Transform data collected across multiple touchpoints into strategic insights and quantifiable business opportunities.
Develop reports and dashboards to improve business processes, provide visibility and accelerate data-driven decision making as well as drive Key Performance Indicator (KPI) reporting, ad hoc business reporting and analysis as needed.
Communicate insights, strategic recommendations, and clear and actionable insights to marketing stakeholders and executives through presentations and workshops.
Feed into the overall tracking and reporting roadmap. Work with Digital Analytics and Data teams to validate data sources, improve collection methods, and maintain documentation and integrity.
OPTIMIZATION
Work with all the areas of the Marketing team to build a cross function understanding of user behaviour, product performance and marketing dynamics to inform overall strategy and department-level decisions.
Provide strong business analytics and performance optimization recommendations to drive better business decisions for the Marketing area.
Build a deep understanding of our users’ behaviours, markets’ dynamics, and competitor analyses for the different company brands.
GROWTH
Aggregate and analyse marketing and sales performance data—covering lead generation channels, website analytics, CRM, and customer behaviour—to identify trends, conversion bottlenecks, and growth opportunities.

Qualifications

Required Skills and Qualifications
Previous solid experience in data analysis or insights generation roles, with a track record of driving significant business value.
Excellent communication skills. Master at sharply and concisely communicating advanced insights to stakeholders, both written and verbally.
Strong analytical, critical thinking, and problem-solving skills
Experience in data visualization tools, such as Microsoft Power BI or Google Looker Studio, for automation of dashboards.
Strong knowledge and experience with Google Analytics.
Creative thinker able to find innovative solutions to complex and ambiguous business problems.
Can-do attitude, attention to detail, and ability to multitask.
Bachelor’s degree in business, mathematics or relevant field.
Preferred Qualifications
Good SQL skills, ability to write complex SQL queries is preferred.

Additional Information

What we offer you
Creative and rewarding work
Half day off on your birthday
Unlimited tea & coffee
Free breakfast on Mondays, Free Fruits on Thursdays!
A stimulating and dynamic work environment
Free languages courses abroad after 6 months.
Conditions
Permanent contract
Full-time
Gross Salary + Ticket restaurant
Special price on private medical insurance
Hybrid mode.
Location
This role is based at KLG’s offices in Barcelona. Kaplan uses a hybrid working model, and we’ll be asking you to join us for a minimum of three days a week in the office.
If you are interested in this position, please attach your CV and cover letter in English.
Diversity and inclusion are important to us, and we’re constantly working to improve these aspects. At KLG and all our brands, we don’t just accept our differences, we fully support and celebrate them.

We’re committed to equal opportunity employment regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender, or gender identity or expression. We strive to be an equal-opportunity workplace."
42,e0d21206dd875602,Data Engineering Lead,SeQura,"Teletrabajo in 08010 Barcelona, Barcelona provincia",,Jornada completa,,https://es.indeed.com/viewjob?jk=e0d21206dd875602,
43,0c1c2ce54eac7ae3,Product Designer,Wallapop,"Trabajo híbrido in Barcelona, Barcelona provincia",,,,https://es.indeed.com/viewjob?jk=0c1c2ce54eac7ae3,"Wallapop is a Barcelona based scale-up driven by the purpose to empower people to embrace a more conscious and human way of consumption. We believe in a world where collaborative economy is mainstream. This is what drives us.
Wallapop operates in Spain, Italy and Portugal, offering a catalogue of several hundreds of millions of products and services. Powered by technical innovation and continuous improvement, we bring together the scale & trust of classifieds with the marketplace's convenience & reach. Our mission is to enable a connected trade ecosystem, making 2nd-hand the norm through smart use of technology.
The Challenge
Identify and shape a design roadmap aimed at enhancing our user experience and driving key business metrics. In this proactive role, you will collaborate and communicate effectively with diverse stakeholders to ensure the relevance, quality, and impact of design initiatives. You will provide strategic input for decision-making and prioritization, contributing to the broader team roadmap and leading cross-team UX initiatives.
As a
Senior Product Designer,
you will play a pivotal role in shaping Wallapop's discovery journey—creating engaging, intuitive, and scalable user experiences. Your work will directly enhance how millions of users discover and connect with unique items. This role blends strategic vision with hands-on execution, where you'll craft impactful deliverables such as design strategy documents, frameworks, and prototypes to move Wallapop's product vision forward. By partnering with cross-functional teams, you will ensure every design initiative delivers measurable value for both our community and the business.
What You Will Do
Strategic Partnership:
Collaborate with Product Managers, Researchers, and Analysts to define the design roadmap, ensuring our goals align with user needs and business strategy.
Evidence-Based Design:
Translate quantitative data and qualitative insights into elegant, actionable design solutions that solve real human problems.
End-to-End Guidance:
Guide the design process from early-stage discovery and research through to high-fidelity UI and technical specifications.
Consistency & Scale:
Contribute to our global design system, ensuring a seamless and accessible experience across all platforms.
Mentorship & Culture:
Act as a thought partner for fellow designers, fostering a culture of mutual growth, confidence, and design excellence.
What We're Looking For
Product Experience:
Deep experience in designing mobile-first digital products at scale (e.g., marketplaces, e-commerce, or complex applications).
Problem Solving:
A natural ability to frame ambiguous problems and deliver user-centered solutions that drive tangible impact.
Systems Thinking:
Experience building or utilizing scalable design frameworks and modular systems to maintain consistency and efficiency.
Design Tooling:
High proficiency in Figma and modern prototyping workflows, with an interest in staying current with industry best practices.
Collaboration & Communication:
The ability to articulate the ""why"" behind design decisions to diverse stakeholders and work effectively across function
What Would Be A Plus
Experience working within a fast-paced, iterative product-tech company.
A background in user research methodologies or data visualization.
Experience or interest in accessibility standards (WCAG) to ensure our platform is inclusive for everyone.
Do note that all our jobs are Barcelona based. We follow a hybrid model where flexibility rules. We commit to a minimum of 6 days per month in the office. Each team self-organizes to decide on cadence and in-person/remote rituals.
Wallapop is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees as we want Wallapop to be a place for everyone.
Additionally to the opportunity to contribute to an agile product set up and work together towards achieving our meaningful mission, we offer the following
Perks & Benefits
:
Generous individual learning budget of 2k per year
Group and individual English, Catalan & Spanish lessons as part of our working day
Private Health Insurance with Alan
Flexible working hours + Intensive Fridays
Flexible remuneration to deduct from gross salary (kindergarten/food/transport check)
Gym & Wellness plan, including physiotherapist in the office
Generous referral Program & Charity Donation
Bonus for weddings & newborns
Wallapop Renta (Tax income support)
Monthly product advantages (Wallapop Club)
Work anniversary Gifts and Birthday Surprises
Contribution towards your WIFI in your monthly payroll
One-off payment based on compensation package to go towards setting up your home office
Relocation package (monetary support and legal advice) and visa sponsorship, if applicable
26 holidays per year
TOP hardware of your choice (latest Apple or Windows)
What does
the hiring process
for this position look like?
**Please, note that all interviews take place remotely over hangouts.**
Intro Call
- run by talent acquisition, focus on providing more information about the role and the company as well as going over your experience, motivation, and expectations. This usually takes 45-60 minutes.
Case Study Submission
- you will be assigned a task to submit within 5 up to 7 days where you will be able to showcase your expertise / technical skills required for the role.
Expertise Interview- Live Exercise
- run by the hiring team, focus on the required core skills and the ability to deliver in a given context. This usually takes 90 minutes.
Stakeholder Interview
- run by relevant stakeholders reflecting the reality of the context of the role, focus on the ability to collaborate & deliver in a cross-functional set-up. This usually takes 60 minutes.
Culture Interview
- run by culture interviewers, focus on adherence to Wallapop's purpose and business proposition. This usually takes 60 minutes.
Offer
- should you be the right candidate, your offer will be discussed over a call with talent acquisition and will then be confirmed in writing."
44,f28da5f6b62fed8a,"Principal Developer, Central Tech",Madbox,"Trabajo híbrido in 08006 Barcelona, Barcelona provincia",,,,https://es.indeed.com/viewjob?jk=f28da5f6b62fed8a,"Madbox is a fast-growing mobile gaming company with a very unique way of developing games. Everything has been made for teams to take as much
ownership
as possible, unleash their
creativity
, bring
performance
, and have as much
fun
as possible.
At Madbox, we empower teams to push boundaries, take ownership, and unleash their creativity to craft innovative mobile games enjoyed by millions worldwide. As a
Principal Developer in the Central Tech team
, you’ll join our mission to shape the next generation of hit games by building and maintaining the core technologies that fuel our studios.
We strongly believe in a unified codebase that accelerates game production, strengthens release safety, and fosters collaboration across teams. In this role, you will partner with game developers, data analysts, and game managers to both improve existing frameworks and design the tools of tomorrow. From enabling remote game operations to enhancing testing capabilities, you will play a pivotal role in empowering our teams. We also value experience with AI tools and workflows to support automation, faster iteration, and smarter live operations. All of this helps us deliver playful, high-quality experiences that make millions smile.
Y
our future responsibilities and scope:
Develop and maintain Unity-based frameworks and tools that improve testing, iteration speed, and game production efficiency across multiple live titles
Lead technical initiatives for live games, ensuring smooth live operations (live ops) and scalable systems to support millions of players
Drive innovation by prototyping and integrating new features, technologies, and workflows that improve quality and player experience
Champion a unified codebase, ensuring consistency, reliability, and knowledge sharing across different projects and teams
Collaborate closely with game teams, analysts, and producers to identify bottlenecks and deliver solutions that accelerate development and improve release safety
Mentor and support other developers, sharing expertise in Unity best practices, tooling, and performance optimization
Contribute to strategic decisions on architecture, testing frameworks, and production pipelines that align with long-term company goals
The profile we are looking for:
Bachelor’s or Master’s degree in Computer Science, Engineering, Game Development, or equivalent experience
8+ years of professional experience in Unity development, with a strong command of Unity engine and C# programming
Proven track record in live game development and operations (live ops), including managing updates, remote configurations, and in-game events
Advanced knowledge of tooling, automation, CI/CD pipelines, and testing frameworks to accelerate workflows and ensure game stability
Solid understanding of game performance optimization and debugging at scale
Practical experience in applying AI/ML techniques or leveraging AI-powered tools to improve testing, workflows, or game operations
Strong experience with version control systems (Git, especially)
Experience in mentorship, leadership, or team management, with the ability to set vision, align stakeholders, and drive strategic use of technology (including AI)
At Madbox, we value the mindset and how you can fit with our culture by sharing common values and creating great games together. We are passionate, always pushing to the next level to learn new things. We are creative and innovative, and most of all, team players
Do you recognize yourself in this mindset? Apply today and come meet us.
How do we hire at Madbox?
Meet the recruiter
Meet the direct manager
Home Assignment (plus an interview to review the test)
Meet the team
Meet with leadership
Find out more about Madbox!"
45,f12f257c83def9c3,Senior Product Manager - Education vertical (eduQa),SeQura,"Trabajo híbrido in 08010 Barcelona, Barcelona provincia",,Jornada completa,,https://es.indeed.com/viewjob?jk=f12f257c83def9c3,
46,1c96d1e1ace6bb9d,Subject Matter Expert (SME) / Analista de negocio IT,"Hola Consultores, SL","Trabajo híbrido in 08003 Barcelona, Barcelona provincia",,Jornada completa,,https://es.indeed.com/viewjob?jk=1c96d1e1ace6bb9d,"Tus tareas
Hola Consultores, S.L. es una empresa especializada en la provisión de Servicios TIC e Ingeniería para la gestión empresarial, ofreciendo soluciones diseñadas a medida de las necesidades de nuestros clientes.

Nos enorgullece ser una empresa 2.0 innovadora donde las personas son el centro de nuestra atención. La ética, transparencia, imparcialidad e independencia son valores fundamentales en nuestra filosofía, y también estamos comprometidos con la igualdad de género. Nos esforzamos por garantizar oportunidades equitativas para hombres y mujeres en todas las áreas de nuestro trabajo. Además, estamos firmemente a favor de la igualdad en todas sus formas y promovemos un entorno inclusivo donde cada individuo, independientemente de su género, religión, orientación sexual, etnia o cualquier otra característica, sea valorado y respetado.

Tu perfil
Estamos buscando un Business Analyst - Experto/a en la Materia (SME) para unirse a nuestro equipo en el área de Clientes, siendo el enlace clave entre las necesidades del negocio, la experiencia del cliente y las soluciones tecnológicas.

El área de Clientes se centra principalmente en las aplicaciones de clientes, el servicio al cliente y las plataformas de engagement, por lo que tu responsabilidad será analizar, identificar áreas de mejora y mantener la correcta comunicación de los productos digitales de estos canales, trabajando estrechamente con los equipos de IT y negocio para ofrecer soluciones innovadoras que cumplan con los objetivos organizacionales.

Responsabilidades principales:

Recoger y documentar necesidades y objetivos de negocio.
Traducir requisitos en especificaciones funcionales y técnicas.
Diseñar soluciones junto al Technical Lead.
Desarrollar prototipos, flujos y casos de uso para validar soluciones.
Apoyar al equipo de UX/UI en el diseño de producto.
Actuar como puente entre negocio, diseño e IT.
Acompañar proyectos durante todo el ciclo de desarrollo de software (SDLC).
Analizar y optimizar procesos y flujos de trabajo.
Proponer mejoras para productividad, costes y experiencia del usuario.
Documentar productos digitales (white label, procesos, casos de uso, especificaciones).
Mantener relaciones con áreas internas y proveedores.
Reportar avances, riesgos y resultados al IT Manager.

Requisitos:
Experiencia como IT Business Analyst, Product Owner o SME (mín. 3 años).
Conocimiento técnico en entornos Web, BBDD y plataformas digitales.
Experiencia con plataformas de atención y engagement (ej. Zendesk, Braze).
Experiencia documentando con herramientas como Confluence y Jira.
Formación en Ingeniería, Informática, Sistemas o similar.
Nivel avanzado de inglés (oral y escrito).
Experiencia en entornos ágiles (SCRUM).
Capacidad de análisis, orientación a resultados y comunicación efectiva.
¿Por qué nosotros?
¿Qué te podemos aportar?
Contrato laboral indefinido y estabilidad desde el primer día.
Todo nuestro apoyo para tu desarrollo personal/profesional.
Excelente clima laboral.
Seguro médico privado con Adeslas (completo + dental).
Modelo de teletrabajo híbrido, 3x2.
Pago del 100% exámenes de certificación oficial.
Pago parcial de cualquier curso de IT/Data.
✔Grandes proyectos con tecnologías avanzadas.

Si tu perfil se ajusta al puesto y estás emocionado en formar parte de nuestro equipo, ¡nos encantaría saber de ti!
¿Quiénes somos?
Hola, somos una Consultoría de Barcelona especializada en la selección, desarrollo y búsqueda de talento humano.
Misión
El desarrollo y la excelencia profesional en la gestión de los Recursos Humanos implementando soluciones enfocadas a la consecución de objetivos concretos.
Visión
Agilizamos los procesos aportando las capacidades tecnológicas adecuadas para la mejora continua de las empresas.
Estrategia
Consultoría estratégica con un relevante sentido práctico identificando las necesidades y aplicando soluciones e medida."
47,bbb89b401829f43a,Data Engineer,Guesty,"Barcelona, Barcelona provincia",,Jornada completa,,https://es.indeed.com/viewjob?jk=bbb89b401829f43a,"Guesty is the all-in-one platform helping hospitality businesses around the world automate, optimize, and scale their operations. We’re a fast-growing global startup that’s transforming how the industry works — from guest experience to business growth.
With a powerful suite of features and integrations with 150+ industry partners — including Airbnb, Vrbo, Booking.com, Expedia, Google Travel, and many more — Guesty empowers property managers to deliver top-tier guest experiences while running more efficient, data-driven operations.
We’re proud to have over 900+ team members across 16 countries worldwide, all working together to build the future of hospitality technology.
If you’re looking to grow your career in a dynamic, global, and impact-driven environment, we’d love to hear from you.
We’re looking for a talented and highly motivated Data Engineer to join our dynamic team.
The ideal candidate is a strong team player who can also take ownership, leading the design, development, and maintenance of scalable data pipelines and analytical solutions to drive our business forward.
This role is diverse and hands-on: you’ll develop and maintain cloud-based infrastructure, implement CI/CD workflows for data, and ensure clean, reliable data flows into our data warehouse. Beyond engineering, you’ll collaborate across teams and apply analytical skills to embed business logic into our pipelines, enabling the company to make data-driven decisions with confidence.
In this role, you’ll have the opportunity to work on
Rentals United, our Channel Manager product
. Rentals United is one of the technology leaders in the vacation rentals space, providing an advanced distribution platform for professional short-term rental property managers worldwide. The platform connects property managers to multiple global booking channels in real time, serving as a hub with integrations ranging from OTAs and sales channels to PMSes, including a White Label distribution solution. Since 2014, Rentals United has grown from preventing overbookings to becoming a strategic partner for top STR professionals, helping them execute their sales strategies across the most important channels.
Requirements:
4+ years of experience working as a Data Engineer.
Strong coding skills in Python and SQL, with a focus on clean, testable, production-grade code.
Proven experience building data pipelines with Airflow.
Experience with analytics Databases such as BigQuery and Snowflake.
Experience working in a cloud environment (GCP, AWS, Azure).
Solid understanding of data modeling, database design, and performance optimization.
Experience working in production-grade environments.
Strong problem-solving and analytical abilities.
Excellent communication and collaboration skills.
Experience with modern CI/CD, observability, and infrastructure-as-code practices in the cloud.
Advantage:
Familiarity with Kubernetes, Docker, and Terraform.
Experience with AWS Glue.
Exposure to implementing AI/ML capabilities in data workflows.
Familiarity with AI coding assistants/IDEs (e.g., Cursor, Claude Code, Copilot) to accelerate development and improve efficiency.
Guesty is proud to be an Equal Opportunity Employer. We provide equal employment opportunities to all employees and applicants regardless of race, color, religion, sex, age, national origin, disability, veteran status, pregnancy, sexual orientation, or any other characteristic protected by law.
Responsibilities:
Own the data development process end-to-end, including business understanding, methodology, QA, and maintenance.
Design, build, and maintain scalable data systems including data lakes, warehouses, and pipelines.
Consolidate diverse data sources (CRMs, APIs, databases, SaaS platforms) into a unified source of truth.
Implement and manage CI/CD, observability, and infrastructure-as-code practices in a cloud environment.
Build and enhance the Machine Learning Platform, delivering infrastructure and tools that streamline the work of Data Scientists, enabling them to focus on developing models while benefiting from automation for production deployment
Collaborate with product and engineering teams to identify opportunities for GenAI = across Unit's platform and processes, understand team-specific domains, and embed agents directly into existing business workflows.
Build frameworks and internal tooling that empower other teams to adopt GenAI safely and efficiently.
Optimize data infrastructure performance and cost, with emphasis on BigQuery optimization.
Support Data Quality: Optimize ETL processes to handle large volumes of data while ensuring data quality and integrity across all our data sources.
Ensure data quality and integrity across large-scale ETL processes.
Collaborate with analysts, data scientists, and product managers to support analytics, data modeling, and governance."
48,01378304576cb33d,"AI Automation & Insights Analyst (ASO, UA, CRM)",Phiture GmbH,"Barcelona, Barcelona provincia",,,,https://es.indeed.com/viewjob?jk=01378304576cb33d,"Hi, we're Phiture — the mobile growth consultancy working with the teams behind leading apps like Adobe, Headspace, and LEGO® . We're setting the standard for growth in the brave new digital world, and we need great people to join our global team!
WHAT TO EXPECT:
We're building a new kind of analytics capability where insights are shipped, not just shared. As our
AI Automation & Insights Analyst
, you'll combine strong analytical thinking with modern AI tooling to create repeatable, automated workflows for growth teams across App Store Optimization (ASO), User Acquisition (UA/Performance Marketing), and CRM/Lifecycle.
You'll turn messy questions into clear recommendations, and then turn recurring analyses into systems
. Think BigQuery + APIs + automation (e.g. n8n) + AI coding/analysis tools to generate exec-ready outputs like narrative briefs and slide decks (including HTML-based decks).
This is a high-impact role for someone who loves building scalable analyst workflows and communicating insights with clarity.
WHAT YOU'LL DO:
Build end-to-end automated pipelines: data pull
transformation
analysis
narrative
deck/report output
Create automated insight workflows for:
ASO:
keyword and conversion funnel insights, category and competitor monitoring, experiment ideas
UA:
channel/campaign performance, creative insights, efficiency diagnostics, scaling recommendations
CRM:
cohort/retention analysis, segmentation, lifecycle performance, churn and reactivation insights
Work hands-on in
BigQuery
(including via MCP servers where relevant) to query, model, and validate data
Use AI tools (e.g.,
Claude Code, Codex, Gemini CLI
) to accelerate SQL, analysis, visualization, and narrative generation while keeping quality high
Integrate data via
APIs
and orchestrate workflows using automation tools like
n8n
Produce clear, decision-ready storytelling: concise takeaways, charts with context, and recommended actions
Add guardrails: QA checks, validation rules, and human-in-the-loop review for critical outputs
WHAT YOU'LL NEED:
2–5 years of experience in analytics, growth analytics, marketing analytics, BI
, or a similar function in a fast-paced environment
Strong SQL skills
(BigQuery preferred) and comfort working with real-world, imperfect datasets
Ability to translate analysis into actionable recommendations for non-technical audiences
Working knowledge of at least one: ASO, UA/performance marketing, or CRM/lifecycle marketing (curiosity to learn the others is key)
Familiarity with AI-assisted workflows and tools (prompting, structured outputs, code-assisted analysis)
Comfort with APIs, automation concepts (webhooks, JSON), and building repeatable processes
Excellent English communication (written and verbal)
Nice to have
n8n (or Zapier/Make/Airflow) experience building reliable automations
Experience with mobile measurement and privacy constraints (MMPs, attribution concepts, SKAN, incrementality)
Hands-on exposure to UA platforms (Meta, Google, TikTok, Apple Search Ads) or CRM tooling
Python and/or JavaScript/TypeScript for scripting and automation
Experience building dashboards or report templates (Looker Studio, Tableau, Power BI, or code-based charting)
WHAT WE OFFER YOU:
Flexible Remote Work
— Unlimited remote work within your home country (EMEA), plus up to 90 days per year internationally.
Generous Vacation Allowance
— Enjoy up to 30 days of paid vacation annually, plus extra days for special occasions (country-specific), so you can recharge and pursue your passions.
Quarterly Bonus Opportunities
— Boost your earnings through our quarterly bonus scheme, directly linked to our shared success.
Mental Wellness Prioritized
— Free, confidential mental health support from licensed therapists through our partnership with Oliva.
Personal Development Investment
— €1,000 annual personal growth budget and 10 dedicated learning hours each month, empowering your continuous growth.
Flexible Working Hours
— Shape your workday around your lifestyle and productivity, choosing working patterns that best suit you.
Vibrant Berlin Office
— Enjoy a flexible, pet-friendly workspace at our spacious headquarters located in one of Berlin's most vibrant neighborhoods.
Global Team Connection
— Regular team-building events and a memorable annual all-expenses-paid company offsite.
Tailored Career Growth
— A personalized career roadmap and development plan designed to keep you advancing professionally.
Home Office Allowance
— Monthly remote-work cash allowance to level up your home workspace or help cover internet costs.
Premium Onboarding Kit
— Branded Phiture gear and your very own MacBook from day one.
Thoughtful Celebrations
— Responsibly sourced birthday, anniversary, and seasonal gifts, because every milestone deserves recognition.
We encourage all qualified individuals to apply, regardless of their age, gender identity, ethnicity, sexual orientation, disability status, or religion. We celebrate diversity and are excited about building teams that represent a variety of backgrounds, perspectives, and skills. All employment decisions are based on qualifications, merit, and business needs."
49,34d39c1ffa4caec3,REVENUE MANAGEMENT ANALYST,LEVEL,"08840 Viladecans, Barcelona provincia",,,,https://es.indeed.com/viewjob?jk=34d39c1ffa4caec3,"LEVEL is a long-haul airline based in Barcelona and part of the IAG group. The company is customer-centric and places a strong emphasis on values such as commitment, an open attitude, a constant drive for improvement, and making travel easy for their customers. With a focus on providing an exceptional customer experience, LEVEL is committed to delivering top-notch service and exceeding the expectations of their passengers
Job Purpose
The objective of the LEVEL Revenue Management team is to maximise revenue per seat flown by optimising pricing and inventory in a competitive environment. The team's primary responsibility is to meet targets by determining the right price at any time, for any product and customer type. Part of the daily challenge is the continuous search for process improvements and market insights to identify revenue opportunities.
Main Responsibilities - Tasks
Define the pricing and inventory strategy for each route by season and point of sale. Updating the strategy based on results and market analysis.
Monitor competition in terms of tactical pricing and product offering.
Set overbooking parameters to generate additional revenue from no show passengers.
Generate a revenue forecast for each route to define strategy changes and alert other teams.
Support the area with various analyses based on identified commercial opportunities.
Define the prices for the sales campaigns and coordinate the strategy with the Marketing/Commerce department according to the needs of each route.
Bring in new ideas to improve/simplify the actual procedures of the area.
Education
Academic background in Mathematics, Statistics, Economics,Engineering or related fields.
Experience
While previous experience is not required, the ideal candidate should possess:
Projects, coursework, or internships demonstrating analytical skills.
Enthusiasm for learning and applying analytical methods in a business context
Competencies
Proficient in data analysis and interpretation
Familiarity with analytical tools and software
Ability to think critically and problem-solve effectively
Excellent attention to detail.
Languages
Spanish: C1 - C2
English: C1 - C2
Location
Viladecans-Barcelona
Our benefits
Staff travel
Enjoy discounted flights with LEVEL.
Flex Benefits
There are flexible benefits available for services like meals, transport, childcare, trainings, and Health Insurance.
Employee Cafeteria & Canteen
Start your day right with a delicious breakfast, grab a quick snack during breaks, or choose from a variety of enticing menu options in our employee cafeteria and canteen at special prices!
Gym Discount
As an employee, you will have access to a special discount on the gym membership. This will allow you to enjoy facilities, fitness classes, consult with a professional nutritionist, and much more!"
50,5145f44a42e1abe1,Campaign Analyst,Smadex SLU,"Barcelona, Barcelona provincia",,Jornada completa,,https://es.indeed.com/viewjob?jk=5145f44a42e1abe1,"Smadex
is a leading advertising technology company founded in Barcelona in 2010 and sold to American-based and stock-listed Entravision in 2018 (NYSE::EVC). We power campaigns for Apps, Games and Brands across Mobile and CTV using advanced machine learning and optimized creative strategies to deliver results. Smadex is one of the fastest growing
DSPs
and we are adding talent to fuel our ambitious plans for 2026 and beyond.
We are looking for a
Campaign Analyst
to join our
Ad Operations team
, to set up the campaigns buying strategies on Smadex DSP and make sure they reach our client’s goals through daily monitoring and optimization.
The candidate should have a mix of
business-oriented and analytical mindset,
to understand the short and long term challenges the
mobile advertising campaigns
are facing and use the tons of data available to get powerful insights to resolve them and create the most effective strategies and algorithms to help improve the Smadex platform
This is a full-time position based in Barcelona!
Your tasks and responsibilities:
Leverage the programmatic ecosystem and attribution knowledge to
build, operate, analyze and optimize
campaigns following the best strategies to achieve our clients’ goals.
Manage and grow your own client portfolio, within a variety of verticals, KPI’s (CPM’s, IPM’s, CPI’s, CPA’s, ROAS, etc) and budgets. Highly
performance
focused.
Analyze large, complex data sets containing the behavior of millions of mobile users worldwide to provide the right strategic and operational decisions.
Obtain insights from our campaign portfolio, to make decisions that will directly impact on our company revenue.
A/B test
different variable changes using Smadex DSP and share the results among the team to keep improving performance.
Help develop and improve our product tools and processes to ensure data influences decisions at all levels of the company. Effective communication is required.
What are we looking for:
1+ year
of experience in a similar role.
Knowledge of
digital programmatic buying (
performance focused) is a BIG plus.
Bachelor or Master's Degree in Engineering preferable, if not in Business or Economics.
Data and performance driven mindset and proven working experience in large data sets, understanding of analytic methodologies for data evaluation.
Strong analytical skills with the ability to analyze key metrics to optimize campaigns and meet client’s KPIs.
Ability to adapt and adjust to regular changes in priorities due to the nature of our fast driven environment.
Feedback hungry, critical thinking, high resolution, working autonomy and working ethic are a MUST.
Excellent command of Microsoft Excel
Excellent communication skills in
English
both written and spoken are mandatory.
Proven ability to solve data-related problems using creative thinking.
Experience working with different teams.
SQL/Python/R experience is a plus
Desire to build the biggest company in the world.
Please note that we do NOT provide VISA sponsorship. Candidates without a legal permit to work in Spain won't be considered.
What is in it for you:
Integrate a highly motivated and young team.
Great compensation package.
Top location at the heart of Barcelona in a penthouse office with a rooftop terrace, barbeque, and a fully stocked fridge.
Work from home: 2 days/week
Learning and training opportunities.
Meal vouchers - Tickets Restaurant monthly allowance.
Monthly gym allowance to use in up to 30 DIR gyms around the city.
Monthly TGIF events.
Regular team-building events.
Fun and friendly work environment with talented marketers and engineers from over 21 countries
And more!
F3LJuNWjBt"
51,bab94ad02d42832b,Financial Analyst (Real Estate),BeBoomerang,"Barcelona, Barcelona provincia",,Jornada completa,,https://es.indeed.com/viewjob?jk=bab94ad02d42832b,"1. Main objective:

Build, maintain and update Company Financial Models including business plan, assisting with underwriting of new real estate acquisition and development opportunities and liaising between Finance team, Real Estate team and Shareholder.

2. Main functions:
Build understanding of existing Corporate financial model, including understanding real estate and operational underwriting assumptions and overall business plan for Company
Coordinate any updates to Company business plan, at least once per year in conjunction with the annual budget process
Assist with preparation of and updates to Expansion plans for existing and new markets
Act as an information source between the real estate team and finance team
Work with the real estate team on underwriting and projected returns from new real estate and self storage acquisition and development opportunities assisting with the preparation of real estate acquisition proformas (FLPAs)
Work closely with shareholder on business plan updates and new acquisition and development opportunities, including new market expansions
Be proficient in excel financial modelling software
Assist finance team with preparation of data for banks and financing
Manage the ESG reports

3. Professional profile
Degree in Business Administration or Financial Analysis
+5 years as Financial Analyst
Wide financial modelling experience, ideally in real estate.
Deep knowledge of financial modelling software, especially Microsoft Excel
Analytical mindset
Excellent problem-solving skills
Attention to detail
Works well as part of a team
High English level, spoken and written."
