title,company,location,contract_type,contract_time,description,category,url_,id,date
Product Data Analyst,SCRM,Barcelona,,,"Product Data Analyst – Job Description SCRM – LIDL Digital Hub About the role We are looking for a Product Data Analyst who shares our passion for data, digital products and continuous improvement. You will join an agile team working on different digital products, mainly related to Lidl Plus app. This role is not limited to a single product; instead, you will collaborate across multiple initiatives, contributing to the definition, analysis and evolution of several digital solutions. This is a h…",Unknown,https://www.adzuna.es/details/5624871863?utm_medium=api&utm_source=9361dc98,5624871863,2026-02-11T22:13:47Z
Marketing Data Analyst,Proton,Barcelona,,,"Join Proton and build a better internet where privacy is the defaultAt Proton, we believe that privacy is a fundamental human right and the cornerstone of democracy. Since our inception in , founded by a team of scientists from CERN, we have dedicated ourselves to providing free and open-source technology to millions worldwide, ensuring access to privacy, security, and freedom online.Our journey began with Proton Mail, the largest secure email service globally, and has since expanded to include…",Unknown,https://www.adzuna.es/details/5655180976?utm_medium=api&utm_source=9361dc98,5655180976,2026-03-05T20:55:01Z
Marketing Data Analyst,Proton Ag,Barcelona,,,"Join Proton and build a better internet where privacy is the defaultAt Proton, we believe that privacy is a fundamental human right and the cornerstone of democracy. Since our inception in , founded by a team of scientists from CERN, we have dedicated ourselves to providing free and open-source technology to millions worldwide, ensuring access to privacy, security, and freedom online.Our journey began with Proton Mail, the largest secure email service globally, and has since expanded to include…",Unknown,https://www.adzuna.es/details/5655182688?utm_medium=api&utm_source=9361dc98,5655182688,2026-03-05T20:55:17Z
Marketing Data Analyst,Proton Ag,Barcelona,,,"Join Proton and build a better internet where privacy is the defaultAt Proton, we believe that privacy is a fundamental human right and the cornerstone of democracy. Since our inception in , founded by a team of scientists from CERN, we have dedicated ourselves to providing free and open-source technology to millions worldwide, ensuring access to privacy, security, and freedom online.Our journey began with Proton Mail, the largest secure email service globally, and has since expanded to include…",Unknown,https://www.adzuna.es/details/5655180333?utm_medium=api&utm_source=9361dc98,5655180333,2026-03-05T20:54:54Z
Data Analyst & Reporting Services,Randstad ES,Barcelona,permanent,,"Data Analyst & Reporting Services ¿Tienes experiencia trabajando con datos y herramientas de análisis? ¿Te apasiona transformar información en conocimiento útil para la toma de decisiones? ¡En Randstad estamos buscando personas como tú! nuestro cliente Multinacional tecnológica líder a nivel mundial, con más de 80 años de trayectoria. Con una plantilla de miles de profesionales en más de 170 países. Nuestro cliente se distingue por su compromiso con la innovación, la sostenibilidad y el bienest…",Trabajos en informática,https://www.adzuna.es/details/5639115990?utm_medium=api&utm_source=9361dc98,5639115990,2026-02-21T02:43:29Z
Senior HR Data Analyst,"UL, LLC",Barcelona,,,"We are currently looking for a Senior HR Data Analyst to join our team in Basingstoke on a hybrid working model.  Provides oversight regarding metric definition and computation approaches ensuring consistency within HR and partner groups such as Finance.  Helps develop roadmap with key HR leaders regarding timing and scope of additional phases to enable more advanced reporting and ultimately support strategic/ advanced analytics.  Helps to develop and implement data analyses, data collection sy…",Unknown,https://www.adzuna.es/details/5625658757?utm_medium=api&utm_source=9361dc98,5625658757,2026-02-12T05:02:31Z
RWE Data Analyst Expert,Sanofi Group,Barcelona,,,"Job title: Real World Evidence (RWE) Data Analyst Expert _Location: Barcelona_ _% of travel expected: Travel required as per business need_ _Job type: Permanent and Full time_ About the job Our Team: Sanofi Business Operations is an internal Sanofi resource organization based in India and is setup to centralize processes and activities to support Specialty Care, Vaccines, General Medicines, CHC, CMO, and R&D, Data & Digital functions. Sanofi Business Operations strives to be a strategic and fun…",Unknown,https://www.adzuna.es/details/5590111960?utm_medium=api&utm_source=9361dc98,5590111960,2026-01-18T04:37:13Z
Lead Data Analyst - Marketing,Rover.com,Barcelona,,,"Who we are: Want to make an impact? Join our pack and come work (and play!) with us. We believe everyone deserves the unconditional love of a pet—and at Rover, our mission is to make it easier to experience that love. Founded in 2011, the Rover app and website connect dog and cat parents with loving pet sitters and dog walkers in neighborhoods across the US, Canada, and Europe. We empower our community of trusted pet sitters and dog walkers to run their own pet care businesses on Rover with the…","Trabajos en marketing, publicidad y relaciones públicas",https://www.adzuna.es/details/5579830455?utm_medium=api&utm_source=9361dc98,5579830455,2026-01-11T22:00:05Z
Data Analyst Para Banca,Banco Mediolanum,Barcelona,,,"¿Te gustaría desarrollar tu carrera en el sector financiero? ¿Te encantaría conocer una de las entidades bancarias más importantes a nivel internacional? ¡Si la respuesta es sí, sigue leyendo! Somos Banco Mediolanum, gestionamos el esfuerzo y las ilusiones de nuestros clientes cuidando de sus finanzas. Para conseguirlo, ofrecemos el mejor tratamiento personalizado, gracias a la figura del Family Banker® y a un servicio de Banca Multicanal, que permite acceder al banco las 24 horas al día, 365 d…",Unknown,https://www.adzuna.es/details/5657840099?utm_medium=api&utm_source=9361dc98,5657840099,2026-03-07T20:56:37Z
Data Analyst Senior Ecommerce & App,Elabs Consulting,Barcelona,,,"Sobre el puestoEn Elabs Consulting, agencia de marketing digital especializada en posicionamiento orgánico buscamosun/a Data Analyst Seniorpara liderar la analítica de un eCommerce propio con app móvil (iOS) y presencia activa en marketplaces.El rol tendrá impacto directo en ventas, conversión, retención y LTV, trabajando de forma transversal con los equipos de Marketing, Producto, CRM y Tech.Responsabilidades claveAnálisis del rendimiento del eCommerce propio y de la app móvil.Seguimiento y op…",Unknown,https://www.adzuna.es/details/5655184982?utm_medium=api&utm_source=9361dc98,5655184982,2026-03-05T20:55:39Z
Marketing Data Analyst- Monopoly Go!,Scopely,Barcelona,,,"Scopely is looking for a Marketing Data Analyst to serve on and elevate our Monopoly GO! team in Barcelona on a hybrid basis.At Scopely, we care deeply about what we do and want to inspire play every day - whether in our work environments alongside our talented colleagues or through our deep connections with our communities of players. We are a global team of game lovers who are developing, publishing and innovating the mobile games industry, connecting millions of people around the world daily…",Unknown,https://www.adzuna.es/details/5656541727?utm_medium=api&utm_source=9361dc98,5656541727,2026-03-06T20:55:36Z
"Principal Data Analyst Barcelona, Spain",Zynga,Barcelona,,,"At Zynga, we bring people together through the power of play. As a global leader in interactive entertainment and a proud label of Take-Two Interactive, our games have been downloaded over 6 billion times—connecting players in 175 countries through fun, strategy, and a little friendly competition.Founded in  and headquartered in California, our teams span North America, Europe, and Asia, working together to craft unforgettable gaming experiences. Whether you're spinning, strategizing, matching,…",Unknown,https://www.adzuna.es/details/5656543416?utm_medium=api&utm_source=9361dc98,5656543416,2026-03-06T20:55:51Z
"Principal Data Analyst Barcelona, Spain",Zynga,Barcelona,,,"At Zynga, we bring people together through the power of play. As a global leader in interactive entertainment and a proud label of Take-Two Interactive, our games have been downloaded over 6 billion times—connecting players in 175 countries through fun, strategy, and a little friendly competition.Founded in  and headquartered in California, our teams span North America, Europe, and Asia, working together to craft unforgettable gaming experiences. Whether you're spinning, strategizing, matching,…",Unknown,https://www.adzuna.es/details/5657839002?utm_medium=api&utm_source=9361dc98,5657839002,2026-03-07T20:56:24Z
Staff Data Analyst - Performance Partnership,Danaher Corporation,Barcelona,,,"Bring more to life. Are you ready to accelerate your potential and make a real difference within life sciences, diagnostics and biotechnology? Within Danaher the work our diagnostic businesses do saves lives-and we're all united by a shared commitment to innovate for tangible impact. You'll thrive in a culture of belonging where you and your unique viewpoint matter. And by harnessing Danaher's system of continuous improvement, you help turn ideas into impact - innovating at the speed of life. W…",Unknown,https://www.adzuna.es/details/5615168838?utm_medium=api&utm_source=9361dc98,5615168838,2026-02-05T05:10:43Z
SAP Financial Reporting Data Analyst,Michael Page,Barcelona,permanent,,"SAP Financial Reporting Data Analyst Perfil buscado (Hombre/Mujer) Financial Data Governance Quality o Ensure end to end accuracy, consistency, and reconciliation of financial data across SAP ECC/S/4HANA, Central Finance, Group Reporting, BW, and SAC. o Maintain and govern analytical structures including mappings, derivations, hierarchies, and naming standards. o Diagnose and resolve CO PA, allocation, or integration discrepancies across systems. o Execute reconciliation procedures and maintain…",Trabajos en informática,https://www.adzuna.es/details/5632520842?utm_medium=api&utm_source=9361dc98,5632520842,2026-02-17T02:34:31Z
Data Analyst EMEA Performance Media,Criteo Technology,Barcelona,,,"What You'll Do: As a Data Analyst in our Analytics, Performance Media, Retail team, you will drive advertising strategies thanks to your oversight of business objectives and technical expertise of our products. You will answer the analytical needs of a set of our largest performance media clients in the retail industry. Client insights : you will analyse complex data from multiple sources to understand the performance of our advertisers’ campaigns and generate innovative and impactful insights …",Unknown,https://www.adzuna.es/details/5376212709?utm_medium=api&utm_source=9361dc98,5376212709,2025-08-31T13:25:45Z
Lead Data Analyst - Product Analytics,Rover.com,Barcelona,,,"Who we are: Want to make an impact? Join our pack and come work (and play!) with us. We believe everyone deserves the unconditional love of a pet—and at Rover, our mission is to make it easier to experience that love. Founded in 2011, the Rover app and website connect dog and cat parents with loving pet sitters and dog walkers in neighborhoods across the US, Canada, and Europe. We empower our community of trusted pet sitters and dog walkers to run their own pet care businesses on Rover with the…","Trabajos en marketing, publicidad y relaciones públicas",https://www.adzuna.es/details/5429716500?utm_medium=api&utm_source=9361dc98,5429716500,2025-10-03T19:40:34Z
Senior Data Analyst (all genders),Cocomore AG,Barcelona,,,"Our offer: Exciting and varied projects with a major client relating to digital communication and transformation. The opportunity to gain and develop a wide range of professional knowledge by working with diverse stakeholders in an interdisciplinary team of strategists, marketeers and data scientists. Working at eye-level with great team spirit while having a performance-based environment. Great development opportunities by active support from your supervisor as well as the opportunity to parti…",Unknown,https://www.adzuna.es/details/5535062156?utm_medium=api&utm_source=9361dc98,5535062156,2025-12-09T19:43:51Z
Marketing Data Analyst (Digital & CRM),AI&Soul Agency,Barcelona,,,"Buscamos un/a Analista de Datos con mínimo 3 años de experiencia demostrable para incorporarse a nuestra agencia de marketing online y apoyar al equipo en el análisis del rendimiento de campañas digitales, analítica web y CRM. El rol es clave para conectar datos de marketing y ventas, mejorar la medición del funnel y generar insights accionables para clientes y equipos internos. La persona seleccionada trabajará de forma transversal con los equipos de Paid Media, SEO y CRM, contribuyendo a mejo…",Unknown,https://www.adzuna.es/details/5655950880?utm_medium=api&utm_source=9361dc98,5655950880,2026-03-06T04:41:10Z
Data Analyst It (Sector Banca),Banco Mediolanum,Barcelona,,,"¿Te gustaría desarrollar tu carrera en el sector financiero? ¿Te encantaría conocer una de las entidades bancarias más importantes a nivel internacional? ¡Si la respuesta es sí, sigue leyendo! Somos Banco Mediolanum, gestionamos el esfuerzo y las ilusiones de nuestros clientes cuidando de sus finanzas. Para conseguirlo, ofrecemos el mejor tratamiento personalizado, gracias a la figura del Family Banker y a un servicio de Banca Multicanal, que permite acceder al banco las 24 horas al día, 365 dí…",Unknown,https://www.adzuna.es/details/5656542793?utm_medium=api&utm_source=9361dc98,5656542793,2026-03-06T20:55:46Z
Data Analyst II - Compensations Policy Optimization,Glovo,Barcelona,,,"Job Description If you’re here, it’s because you’re looking for an exciting ride . A ride that will fuel up your ambitions to take on a new challenge and stretch yourself beyond your comfort zone. We’ll deliver a non-vanilla culture built on talent, where we work to amplify the impact on millions of people , paving the way forward together. Not your usual app . We are the fastest-growing multi-category app connecting millions of users with businesses, and couriers, offering on-demand services f…",Unknown,https://www.adzuna.es/details/5652081111?utm_medium=api&utm_source=9361dc98,5652081111,2026-03-03T08:20:02Z
Data Analyst Intern - Business Ops Data Enablement,Criteo Technology,Barcelona,,,"What You'll Do: Are you passionate about turning data into impact? At Criteo, our Business Ops Data Enablement team empowers analysts across the globe to make smarter decisions through better data, tools, and collaboration. With a community of 250 analysts worldwide , we’ve built a company-wide coordination team to manage analytical expertise, define usage policies, and align teams across regions. Our mission is to ensure that data is used effectively, sustainably, and collaboratively. As a Dat…",Unknown,https://www.adzuna.es/details/5649083413?utm_medium=api&utm_source=9361dc98,5649083413,2026-02-28T22:18:06Z
Senior Data Analyst - Yahtzee! With Buddies,Scopely,Barcelona,,,"Scopely is looking for a Sr. Data Analyst to join the Yahtzee Analytics team in Barcelona on a hybrid basis! At Scopely, we care deeply about what we do and want to inspire play every day – whether in our work environments alongside our talented colleagues or through our deep connections with our communities of players. We are a global team of game lovers who are developing, publishing, and innovating the mobile games industry, connecting millions of people worldwide daily. Yahtzee with Buddies…",Unknown,https://www.adzuna.es/details/5655180991?utm_medium=api&utm_source=9361dc98,5655180991,2026-03-05T20:55:01Z
Remote: Online Data Analyst - Spanish (Es),TELUS Digital,Barcelona,,,"Are you a detail-oriented individual with a passion for research and a good understanding of national and local geography? This freelance opportunity allows you to work at your own pace and from the comfort of your own home.A Day in the Life of an Online Data Analyst:In this role, you will be working on a project aimed at enhancing the content and quality of digital maps that are used by millions of people worldwideCompleting research and evaluation tasks in a web-based environment such as veri…",Unknown,https://www.adzuna.es/details/5657842573?utm_medium=api&utm_source=9361dc98,5657842573,2026-03-07T20:57:07Z
Remote: Online Data Analyst - Spanish (Es),TELUS Digital,Barcelona,,,"Are you a detail-oriented individual with a passion for research and a good understanding of national and local geography? This freelance opportunity allows you to work at your own pace and from the comfort of your own home. A Day in the Life of an Online Data Analyst: In this role, you will be working on a project aimed at enhancing the content and quality of digital maps that are used by millions of people worldwide Completing research and evaluation tasks in a web-based environment such as v…",Unknown,https://www.adzuna.es/details/5656543296?utm_medium=api&utm_source=9361dc98,5656543296,2026-03-06T20:55:50Z
Data Analyst Junior- 3PL Control Tower,"Amazon Spain Fulfillment, S.L.U.",Barcelona,,,"The EU External Fulfilment (EF) network consists of circa 35 operations which offer flexible solutions to the CF network operated by external providers (3PL providers). EU EF primarily provides: (1) network capacity solutions (storage/throughput), (2) special operation solutions (Hazmat, BWS, IXD, SDC, ICC, etc) and (3) emerging market penetration solutions. EU EF is currently undergoing an operational transformation, driving demand for enhanced expertise in Outbound (OB). The goal of EU 3PL Co…",Unknown,https://www.adzuna.es/details/5565698435?utm_medium=api&utm_source=9361dc98,5565698435,2026-01-03T06:15:52Z
"Data Analyst Intern, Performance Media EMEA",Criteo Technology,Barcelona,,,"What You'll Do: As a member of our Performance Media Analytics team, you won't just analyse data; you'll be the cornerstone that connects groundbreaking ideas with real-world business applications. Here, your expertise will not only shape solutions but also empower our clients and commercial teams to make impactful decisions: Client insights : you will analyze complex data from multiple sources to understand the performance of our advertisers campaigns and generate innovative and impactful insi…",Unknown,https://www.adzuna.es/details/5526420444?utm_medium=api&utm_source=9361dc98,5526420444,2025-12-03T20:05:44Z
Data Analyst Junior- 3PL Control Tower,Amazon,Barcelona,,,"Description The EU External Fulfilment (EF) network consists of circa 35 operations which offer flexible solutions to the CF network operated by external providers (3PL providers). EU EF primarily provides: (1) network capacity solutions (storage/throughput), (2) special operation solutions (Hazmat, BWS, IXD, SDC, ICC, etc) and (3) emerging market penetration solutions. EU EF is currently undergoing an operational transformation, driving demand for enhanced expertise in Outbound (OB). The goal …",Unknown,https://www.adzuna.es/details/5566750083?utm_medium=api&utm_source=9361dc98,5566750083,2026-01-04T04:36:15Z
Sourcing Data Analyst / Data Referent (W/M/X) - Permanent,Veepee,Barcelona,,,"Pioneer of online flash sales since 2001 and key player in European e-commerce, Veepee collaborates with over 7,000 brands to offer highly discounted products available for a limited time. Operating across various sectors, including fashion, home, wine, travel or beauty Veepee achieved a turnover of 3.3 billion euros incl. VAT in 2024 and employs 5,000 staff members across 10 countries.  JOB DESCRIPTION The Sourcing Excellence team’s mission is to “guide & facilitate the implementation of Veepe…","Trabajos en marketing, publicidad y relaciones públicas",https://www.adzuna.es/details/5538341955?utm_medium=api&utm_source=9361dc98,5538341955,2025-12-11T20:37:16Z
Data Analyst - Rider Excellence (They/She/He),Glovo,Barcelona,,,"Job Description If you’re here, it’s because you’re looking for an exciting ride . A ride that will fuel up your ambitions to take on a new challenge and stretch yourself beyond your comfort zone. We’ll deliver a non-vanilla culture built on talent, where we work to amplify the impact on millions of people , paving the way forward together. Not your usual app . We are the fastest-growing multi-category app connecting millions of users with businesses, and couriers, offering on-demand services f…",Unknown,https://www.adzuna.es/details/5653877646?utm_medium=api&utm_source=9361dc98,5653877646,2026-03-04T19:56:27Z
Senior Data Analyst – Subscription Mobile Games- GameHouse,GameHouse Europe,Barcelona,,,"Senior Data Analyst – Subscription Mobile Games- GameHouse Location: Hybrid Barcelona (Spain) / Remote (CET time zone) About GameHouse GameHouse has been building and publishing games for 25 years , and we were early pioneers in subscription gaming for women 30 . That experience gives us a clear point of view: our players don’t come to GH for hype, pressure, or endless grind — they come for a reliable daily moment that feels good. GameHouse (GH) is a premium mobile gaming service for women 30, …",Unknown,https://www.adzuna.es/details/5645485059?utm_medium=api&utm_source=9361dc98,5645485059,2026-02-25T22:23:40Z
Data Analyst - Partner Operations Performance (They/She/He),Glovo,Barcelona,,,"Job Description If you’re here, it’s because you’re looking for an exciting ride . A ride that will fuel up your ambitions to take on a new challenge and stretch yourself beyond your comfort zone. We’ll deliver a non-vanilla culture built on talent, where we work to amplify the impact on millions of people , paving the way forward together. Not your usual app . We are the fastest-growing multi-category app connecting millions of users with businesses, and couriers, offering on-demand services f…",Trabajos en informática,https://www.adzuna.es/details/5652081117?utm_medium=api&utm_source=9361dc98,5652081117,2026-03-03T08:20:02Z
SAP Financial Reporting Data Analyst (BW) END CLIENT,,Barcelona,,,"* Financial Data Governance & Quality o Ensure end to end accuracy, consistency, and reconciliation of financial data across SAP ECC/S/4HANA, Central Finance, Group Reporting, BW, and SAC. o Maintain and govern analytical structures including mappings, derivations, hierarchies, and naming standards. o Diagnose and resolve CO PA, allocation, or integration discrepancies across systems. o Execute reconciliation procedures and maintain evidence for monthly and quarterly closing cycles * Analytical…",Trabajos en informática,https://www.adzuna.es/details/5612556819?utm_medium=api&utm_source=9361dc98,5612556819,2026-02-04T00:54:13Z
Data Business Analyst - Barcelona,,Barcelona,,,"Business Analysis Collaborate with Product Owners and business stakeholders to gather, clarify, and document business requirements Ensure requirements focus on business needs rather than predefined solutions Support prioritisation and alignment of requirements with delivery teams Obtain stakeholder agreement on documented requirements Translate requirements into user stories, acceptance criteria, and supporting documentation Support developers and testers through handovers and clarification ses…",Trabajos en informática,https://www.adzuna.es/details/5653364937?utm_medium=api&utm_source=9361dc98,5653364937,2026-03-04T08:24:30Z
Data Platform Engineer Analyst,Sanofi,Barcelona,,,"Data Platform Engineer Analyst About Sanofi: We are Sanofi, an innovative global healthcare company that chases the miracles of science to improve people's lives. As an R&D-driven, AI-powered biopharma leader, we work across 100 countries to transform the practice of medicine by turning the impossible into the possible. Our expertise spans vaccines, rare diseases, rare blood disorders, neurology, immunology, oncology, diabetes, and cardiovascular diseases. Guided by our core values - Aim Higher…",Unknown,https://www.adzuna.es/details/5550402602?utm_medium=api&utm_source=9361dc98,5550402602,2025-12-20T20:43:31Z
Data Platform Engineer Analyst,Sanofi Group,Barcelona,,,"Data Platform Engineer Analyst About Sanofi: We are Sanofi, an innovative global healthcare company that chases the miracles of science to improve people's lives. As an R&D-driven, AI-powered biopharma leader, we work across 100 countries to transform the practice of medicine by turning the impossible into the possible. Our expertise spans vaccines, rare diseases, rare blood disorders, neurology, immunology, oncology, diabetes, and cardiovascular diseases. Guided by our core values - Aim Higher…",Unknown,https://www.adzuna.es/details/5549486328?utm_medium=api&utm_source=9361dc98,5549486328,2025-12-20T04:19:07Z
Data Performance Analyst - Partner Ads (They/She/He),Glovo,Barcelona,,,"Job Description If you’re here, it’s because you’re looking for an exciting ride . A ride that will fuel up your ambitions to take on a new challenge and stretch yourself beyond your comfort zone. We’ll deliver a non-vanilla culture built on talent, where we work to amplify the impact on millions of people , paving the way forward together. Not your usual app . We are the fastest-growing multi-category app connecting millions of users with businesses, and couriers, offering on-demand services f…",Trabajos en informática,https://www.adzuna.es/details/5652081118?utm_medium=api&utm_source=9361dc98,5652081118,2026-03-03T08:20:02Z
Business Analyst (Data / SQL / Seguros),Krell Consulting & Training,Barcelona,permanent,,"Business Analyst (Data / SQL / Seguros) Descripción Buscamos un/a Business Analyst senior para incorporarse a un proyecto estable, con foco en gestión de requisitos, análisis de datos y modelado, trabajando de forma transversal con producto, negocio y equipos de desarrollo. La persona seleccionada participará en la definición funcional de necesidades de negocio, gestión de tickets en JIRA y análisis de datos para la toma de decisiones y mejora de producto. Funciones Gestión de requisitos Recopi…",Trabajos en informática,https://www.adzuna.es/details/5612708407?utm_medium=api&utm_source=9361dc98,5612708407,2026-02-04T02:21:00Z
Growth Marketing Analyst,Kaplan Languages Group,Barcelona,,,"Job Description We’re looking for an analytical and impact-oriented data analyst to drive insight generation across our marketing organization. This role is central to identifying opportunities for growth through deep analysis of marketing performance, lead generation trends, and customer behaviour. You will act as the data engine behind our marketing and growth strategy —working across teams to deliver actionable insights, build predictive models, and inform marketing decisions with a clear un…",Trabajos en ventas,https://www.adzuna.es/details/5627675965?utm_medium=api&utm_source=9361dc98,5627675965,2026-02-13T13:05:47Z
Principal Marketing Analyst,Zynga,Barcelona,,,"Join to apply for the Principal Data Analyst role at Zynga. At Zynga, we bring people together through the power of play. As a global leader in interactive entertainment and a proud label of Take-Two Interactive, our games have been downloaded over 6 billion times—connecting players in 175 countries through fun, strategy, and a little friendly competition. Founded in  and headquartered in California, our teams span North America, Europe, and Asia, working together to craft unforgettable gaming …",Unknown,https://www.adzuna.es/details/5656543345?utm_medium=api&utm_source=9361dc98,5656543345,2026-03-06T20:55:50Z
Growth Data Scientist,Smadex SLU,Barcelona,,,"Smadex is a leading advertising technology company founded in Barcelona in 2010 and sold to American-based and stock-listed Entravision in 2018 (NYSE::EVC). We are one of the top mobile ad-tech companies in the world and the largest Demand Side Platform (DSP) based in Europe, with our revenues over $100M and consistently growing 40% YoY over the past years. And with an incredible 100% growth last year. Our mission is to continue to improve our ad-tech platform, especially the core of it, our al…",Unknown,https://www.adzuna.es/details/5633446310?utm_medium=api&utm_source=9361dc98,5633446310,2026-02-17T20:51:03Z
BI / Analytics Specialist,Entravision,Barcelona,,,"Adwake is a tech-enabled services company powered by Entravision. At Adwake, we place cutting-edge technology and quality service at the heart of our approach to effectively find, connect and engage with your ideal customer across every screen. We are looking for a detail-oriented BI / Analytics Specialist to turn our vast data streams into actionable intelligence. As the architect of our reporting ecosystem, you will ensure that every department has the insights they need to make winning decis…",Unknown,https://www.adzuna.es/details/5647501348?utm_medium=api&utm_source=9361dc98,5647501348,2026-02-27T20:56:54Z
Loyalty Business Analyst (They/She/He),Glovo,Barcelona,,,"Job Description We are looking for a highly skilled and motivated Business Analyst to become part of our Loyalty team within Growth HQ. The Loyalty team is responsible for the strategy definition and product development of Glovo’s loyalty subscription based program (called Glovo Prime). Glovo Prime aims to increase customer retention and frequency by offering a set of exclusive amazing benefits: unlimited free deliveries, reduced fees and exclusive promotions! It’s successfully reaching high an…",Unknown,https://www.adzuna.es/details/5652622590?utm_medium=api&utm_source=9361dc98,5652622590,2026-03-03T19:50:00Z
